from,to,cost
002,138,1509.73271056314
002,140,3254.8456552628104
002,142,435.9196686556831
002,145,729.1761885054028
002,146,320.076802416444
002,148,2398.283618082474
002,150,561.8549504550098
002,151,1253.6924274523449
002,152,1610.6738975678113
002,153,1185.9587886266002
002,154,1846.3121004481438
002,155,1664.210634387244
002,157,2529.162120084972
002,160,759.5151466178656
002,161,706.3845622120351
002,162,815.8617315830157
002,163,1015.9388052517199
002,164,1448.025048083134
002,166,895.5032243965095
002,168,1436.8244927742244
002,170,906.7385758551218
002,174,101.20857755334785
002,177,2683.45500580629
002,178,4537.704817926567
002,179,1673.2456900690229
002,181,1157.8845908185551
002,183,552.8527478082837
002,184,405.1084164373337
002,185,842.8651905637088
002,187,2246.653565307392
002,192,1982.9236018334673
002,193,1787.3033079682493
002,197,1281.1924989121471
002,199,1256.9674304876698
002,202,1561.4738910735016
002,204,2934.168216462229
002,207,2909.1502345027707
002,209,1005.4130510884488
002,213,384.6407120994226
002,220,1949.7465823550108
002,222,2063.450234236957
002,225,3351.5670573140987
002,227,1666.998178967395
002,231,3019.519963202833
002,240,1775.864344769864
002,246,4569.603780665831
002,249,2401.5350757282004
002,263,4515.255605923297
002,264,2468.1870648481563
002,268,815.4982559314184
002,271,2672.4767310782267
002,274,1755.3203246080063
002,278,3660.339137893531
002,279,3526.6622729382857
002,282,3358.6550861875835
002,286,1993.31353813492
002,287,1552.2913767458565
002,288,1557.9655885768411
002,289,3503.693385617521
002,293,1060.4720416470088
002,294,4444.051717218904
002,298,4125.444280681588
002,299,1722.5813188126226
002,300,2831.8609385453688
002,301,1699.0529074340063
002,304,2585.686799660912
002,305,4704.4727123128
002,306,4610.769115375192
002,307,1725.8332304699031
002,308,4861.4016778706045
002,309,4190.835049539576
002,310,1837.827127149383
002,314,2086.3134704319746
002,315,3964.353195737824
002,316,458.9064688755143
002,317,4443.566477059638
003,001,1389.9983641937179
003,002,4884.865591936625
003,003,0
003,004,3745.0236808425702
003,005,5064.209145688781
003,007,5141.022315535768
003,008,4933.910828308033
003,009,951.479481887448
003,011,3466.3162351340907
003,013,4682.257927891336
003,015,2304.3772660020445
003,016,4447.5766590410585
003,018,4488.191985164649
003,021,2613.8720498897433
003,022,4670.166073153164
003,024,4966.810748212158
003,025,3429.5616170179455
003,027,3826.6833171884055
003,029,5689.967106222608
003,030,4757.291615261799
003,031,5306.223261760268
003,032,5268.388394922352
003,033,2562.044252956903
003,034,1254.506494456208
003,037,3345.895218705467
003,041,3229.095706952683
003,042,3777.5872101848486
003,046,5504.386878841792
003,048,1620.3391412083354
003,049,5269.766329218239
003,052,5721.77373956742
003,054,4829.905828781731
003,055,4893.231034540753
003,057,4168.996784423068
003,058,3015.5730360922576
003,062,5204.008920234604
003,063,3134.4259539850973
003,064,3743.5572824628352
003,066,1801.3514260771863
003,067,4856.902166088649
003,069,1306.809910788749
003,070,3703.230402887632
003,071,1999.4134300413002
003,075,4496.00537364534
003,081,2016.1831258391855
003,083,4804.990374902986
003,085,3680.2729563964335
003,086,5499.942259623994
003,087,1487.7402934246688
003,088,4464.7438004700625
003,091,2873.213834293291
003,092,4393.033152413173
003,093,4269.6760220412525
003,095,4943.803712262027
003,096,4447.978755686107
003,097,4389.218023979259
003,098,5323.383293361484
003,103,4565.782377636986
003,105,4769.09449144075
003,109,1769.1327059890557
003,110,4007.9911060755408
003,111,4981.592690390193
003,112,4239.745905087235
003,114,4491.147969441543
003,115,3411.770810089335
003,116,2573.073141298665
003,117,4999.034764847153
003,118,1570.7114250080251
003,119,3358.422948723621
003,120,3356.8417292679883
003,121,4382.673208790391
003,122,3648.2194446731332
003,123,4183.973404744603
003,124,3555.1470814199392
003,129,3855.060507267119
003,131,4245.7021572927815
003,133,3088.7659962709527
003,134,4540.034346411975
003,135,3842.9100473807193
003,136,4394.060143211774
003,137,1739.7829617509851
003,138,5401.104669595553
003,140,1728.0504277433258
003,142,4662.472693374205
003,145,4433.928626109871
003,146,4995.934229365989
003,148,2512.0148978171937
003,150,4951.8507166227455
003,151,3962.7792674475154
003,152,3286.205170741313
003,153,3818.957871716945
003,154,3043.469102682785
003,155,3221.992687489142
003,157,2361.3801705647966
003,160,4315.9682166886
003,161,5228.544380089391
003,162,4441.005156842131
003,163,4161.292689632817
003,164,5768.454181961601
003,166,5371.266087037336
003,168,4923.768033398954
003,170,5279.203717329593
003,174,4970.007509109847
003,177,2497.524900531069
003,178,2655.7640285844964
003,179,3313.461132860912
003,181,3979.1260547897064
003,183,4512.984729698447
003,184,4785.020004636912
003,185,5001.321972242128
003,187,3283.301949752441
003,192,3004.403554043606
003,193,3130.8586217182
003,197,3751.7060479390802
003,199,3637.970323134164
003,202,3380.065083542249
003,204,2107.097028063119
003,207,2608.75609307845
003,209,5423.20858596114
003,213,4751.468459048153
003,220,2951.769325929597
003,222,4698.6478253153855
003,225,1655.9710410023413
003,227,3271.5903580813215
003,231,2396.8967979481386
003,240,4665.5946532359485
003,246,461.28687697165816
003,249,2660.621506907569
003,263,2420.1018844080963
003,264,4530.896179570349
003,268,4357.730095033176
003,271,2249.2237914399484
003,274,4534.103023183591
003,278,1747.5755457348512
003,279,2974.552772804086
003,282,1862.0892967537434
003,286,4081.3665940394812
003,287,3332.5746356670124
003,288,3370.9627939811203
003,289,2424.180036549646
003,293,5347.296649034849
003,294,879.1577802114471
003,298,3459.4651502601696
003,299,4194.487905171346
003,300,2106.134909910542
003,301,3554.5191747519257
003,304,2314.275616747903
003,305,2117.8096036411966
003,306,1296.3890912938252
003,307,3949.2294656952654
003,308,1174.0742434468016
003,309,1231.073049771235
003,310,4031.3469393305577
003,314,4182.866530908348
003,315,1787.5763324039815
003,316,4785.3198764040535
003,317,734.5342800461995
004,001,2383.1307335674214
004,002,1159.4795362812358
004,003,3745.0236808425702
004,004,0
004,005,1340.0364925628787
004,007,1501.0647854449599
004,008,1303.4132222194255
004,009,2927.2855043470345
004,011,1653.118376653919
004,013,945.3834983274451
004,015,2067.715507661357
004,016,2297.9506271485166
004,018,1007.435178805534
004,021,1816.26245190221
004,022,1051.7885546668954
004,024,1293.2409158966225
004,025,528.2830714105633
004,027,438.00438392762055
004,029,1995.3743403893302
004,030,1018.9536205921705
004,031,1764.137487311894
004,032,1571.9194978438384
004,033,1326.8449288559323
004,034,2490.5299039752235
004,037,467.33746951125926
004,041,562.3984998250701
004,042,171.13307456420577
004,046,1789.5168820876602
004,048,2191.1857994276693
004,049,1608.0259396444576
004,052,2151.239529723921
004,054,1113.6716131157855
004,055,1195.985518610486
004,057,712.0659425494125
004,058,910.4531685237325
004,062,1656.225702200795
004,063,1834.1044371481626
004,064,1834.021482202205
004,066,1954.7400835153924
004,067,1157.3022118444637
004,069,2439.224768673102
004,070,279.91857221558786
004,071,1808.5159052261147
004,075,953.7721027644195
004,081,1976.8001498959206
004,083,1060.699551722529
004,085,416.99139285746895
004,086,1961.5434923481985
004,087,2309.798299946934
004,088,971.0105963679249
004,091,871.9157542341648
004,092,1006.9563249790068
004,093,680.9988044937404
004,095,1252.710033940531
004,096,1177.150272968377
004,097,646.4643788584916
004,098,1578.5329852774496
004,103,822.5091955360236
004,105,1063.061929543657
004,109,2732.3339935331855
004,110,429.35086309066736
004,111,1254.4795178413474
004,112,523.8177541423256
004,114,2680.030882879191
004,115,374.81914095173164
004,116,1177.7368063703204
004,117,1338.702202681178
004,118,2526.8645928160186
004,119,1679.3355077620643
004,120,1356.633723296384
004,121,1301.7090656601124
004,122,1806.0780346873773
004,123,622.6280605463323
004,124,227.31010501939957
004,129,181.73801318511192
004,131,1131.3027886568343
004,133,1356.2631018014197
004,134,796.5541411987664
004,135,1324.542369382922
004,136,675.9709063039227
004,137,2086.8532472293173
004,138,1945.2796939312448
004,140,2176.9716179822594
004,142,1062.3550588754179
004,145,984.7337166278547
004,146,1251.82979427601
004,148,1242.4308337032744
004,150,1237.6949254061233
004,151,594.3399725815153
004,152,458.8245866265349
004,153,277.59822462008935
004,154,703.3234339855269
004,155,571.7575055030587
004,157,1414.9377135841396
004,160,857.5873879441041
004,161,1666.6935726096465
004,162,801.3205994744412
004,163,597.5614256884983
004,164,2166.627493941682
004,166,1849.2453602470382
004,168,1576.05097093576
004,170,1611.9085501098875
004,174,1252.7367609928135
004,177,1746.416194858528
004,178,3502.3612978292945
004,179,542.4282392559686
004,181,498.63378925911104
004,183,783.2556944797291
004,184,1048.5328043586874
004,185,1358.3130047883226
004,187,1617.2526069462247
004,192,1030.6926642532728
004,193,627.9009451843442
004,197,337.5928810371449
004,199,115.87244541008697
004,202,410.70163077055224
004,204,1901.2442486475
004,207,1830.91403482491
004,209,1756.942927294679
004,213,1012.0495221652777
004,220,882.9076274243828
004,222,1858.5587552406398
004,225,2192.1235141477982
004,227,511.56146869576787
004,231,1910.3777795593226
004,240,1624.472410183716
004,246,3416.382105041774
004,249,1440.5359511494637
004,263,3451.062064231852
004,264,2093.5834838596325
004,268,702.867733089767
004,271,1515.4387250575692
004,274,1524.333548541081
004,278,2516.213810090289
004,279,2560.746236713619
004,282,2351.6101541487324
004,286,1446.2718281933664
004,287,448.63225177921214
004,288,623.1364511735399
004,289,2433.3648772643573
004,293,1715.88812172347
004,294,3284.576429726021
004,298,3243.5276081954444
004,299,1269.7386754484494
004,300,1673.5587257076238
004,301,769.2563929792947
004,304,1434.106168819757
004,305,3605.551735383372
004,306,3460.083568927621
004,307,1100.0700975559728
004,308,3706.8319668690337
004,309,3034.64474284465
004,310,1267.6740624419244
004,314,1589.27867084264
004,315,2833.870586573878
004,316,1056.1026864917692
004,317,3285.047312840115
005,001,3684.9557917692123
005,002,180.66819920361803
005,003,5064.209145688781
005,004,1340.0364925628787
005,005,0
005,007,919.8864597125687
005,008,900.2774669684452
005,009,4265.740275497342
005,011,2313.817366605447
005,013,400.1439264482255
005,015,3163.0775957982205
005,016,2857.859692315211
005,018,1195.4673744150762
005,021,2852.460570181108
005,022,507.08703210137287
005,024,769.8164943559462
005,025,1656.4134738265593
005,027,1440.8048826185272
005,029,1022.0503946988247
005,030,333.27797356535956
005,031,1257.5295234274101
005,032,757.6975455977494
005,033,2552.5499613872657
005,034,3812.481530501149
005,037,1719.3665905342352
005,041,1835.5866315143219
005,042,1357.1252449212363
005,046,797.9465630989826
005,048,3475.6298700394805
005,049,376.0527458865951
005,052,1435.816492972935
005,054,606.8085596040625
005,055,679.8348529317675
005,057,987.6644661104829
005,058,2091.792560397274
005,062,1195.8753070322211
005,063,2640.2932234558243
005,064,2316.9186413310367
005,066,3263.7966100519743
005,067,232.48730462697443
005,069,3763.875829922692
005,070,1470.0693250695533
005,071,3088.0467474517127
005,075,710.2447396745937
005,081,3307.5889085341782
005,083,340.57052000218545
005,085,1556.3109312721099
005,086,1373.6215369373258
005,087,3601.240983529236
005,088,781.5169326909748
005,091,2199.2574522452232
005,092,928.8275081704007
005,093,1096.5557343425983
005,095,194.1950598480298
005,096,1486.2585358309025
005,097,746.0785646736672
005,098,362.5698100849665
005,103,593.5752176299205
005,105,666.1234244465725
005,109,4043.930941488639
005,110,1233.898414382909
005,111,86.59999231954964
005,112,939.5621824200548
005,114,3287.3746318067147
005,115,1652.6314327019022
005,116,2512.989102768012
005,117,818.9640989129832
005,118,3860.80346766737
005,119,2396.0787842042805
005,120,2141.0584322713107
005,121,1712.8269037056555
005,122,2346.4542146289436
005,123,919.2032056739258
005,124,1511.4051337741962
005,129,1275.8088390994496
005,131,1645.9036785636172
005,133,2295.4934173434135
005,134,561.6227507627441
005,135,2150.767687569521
005,136,821.1813875718763
005,137,3426.7709570709617
005,138,1505.4563374014617
005,140,3429.4254133943195
005,142,539.7201334558723
005,145,844.9026907110784
005,146,334.75910329096325
005,148,2578.9209606740374
005,150,600.5503236866799
005,151,1412.5796559546884
005,152,1791.2981666395842
005,153,1360.768933355051
005,154,2026.624136575113
005,155,1842.9000945673004
005,157,2707.400112976185
005,160,895.4308342455265
005,161,627.7097384479694
005,162,950.5698358319498
005,163,1171.35987319517
005,164,1384.192732802974
005,166,803.6989803627835
005,168,1490.7411260624367
005,170,880.627409577485
005,174,100.04349354220436
005,177,2847.1739912532285
005,178,4701.539629394077
005,179,1851.7585060526426
005,181,1321.392995646339
005,183,703.7410128264214
005,184,505.45120038122735
005,185,874.2475189710482
005,187,2385.2028564733628
005,192,2152.115680697686
005,193,1967.8932271492436
005,197,1454.9207779207213
005,199,1437.6198027413107
005,202,1741.3287534445035
005,204,3105.406254864964
005,207,3080.4897304801557
005,209,957.3764087658836
005,213,499.01215871509555
005,220,2126.24763865026
005,222,2144.712846507697
005,225,3532.1509870473856
005,227,1847.092902049104
005,231,3193.9566014243587
005,240,1858.5547117422557
005,246,4750.036201390812
005,249,2568.6996139489065
005,263,4682.758284428232
005,264,2563.503061277378
005,268,962.8029477715214
005,271,2853.134458616311
005,274,1849.4842629545985
005,278,3838.449625768857
005,279,3684.065674072165
005,282,3526.5871816624376
005,286,2118.677191005934
005,287,1731.71672271999
005,288,1730.363648360569
005,289,3673.151368587619
005,293,1033.951809807346
005,294,4624.580655048751
005,298,4270.946350375298
005,299,1844.7072964521449
005,300,3012.5283269397687
005,301,1864.7344507503983
005,304,2766.151404032176
005,305,4876.277339006218
005,306,4789.627460795105
005,307,1865.752695046205
005,308,5040.856689014869
005,309,4370.606136821454
005,310,1969.3104613514663
005,314,2204.0108383657216
005,315,4140.601232346087
005,316,553.1678042435489
005,317,4624.234027277781
007,001,3827.5907316343437
007,002,914.9686786913123
007,003,5141.022315535768
007,004,1501.0647854449599
007,005,919.8864597125687
007,007,0
007,008,207.24026717815843
007,009,4256.550733164888
007,011,2944.944147438627
007,013,889.1544038551847
007,015,3561.2638871257627
007,016,2097.1359974018837
007,018,680.8884081671365
007,021,3292.536646143446
007,022,1289.1579199699904
007,024,222.8018542538026
007,025,1993.664441837564
007,027,1315.4313975842183
007,029,571.2294196759427
007,030,849.6181118348886
007,031,348.3338192483569
007,032,237.47123190246901
007,033,2826.54695060977
007,034,3898.860104048848
007,037,1967.5429555292214
007,041,2062.5756436034244
007,042,1409.5277066964477
007,046,462.3617971106638
007,048,3656.469516182591
007,049,1257.2637855209553
007,052,659.8887870923121
007,054,455.0534378965638
007,055,344.14602994278584
007,057,1583.0890232164115
007,058,2407.4050816921063
007,062,276.09014787731564
007,063,3214.06201936134
007,064,3021.91816450165
007,066,3397.690382290548
007,067,1042.7201356238213
007,069,3841.952495722851
007,070,1455.227951010014
007,071,3283.4138052172793
007,075,1442.6985264370987
007,081,3207.2273928145955
007,083,750.455418727722
007,085,1462.167839848913
007,086,507.80336436336
007,087,3766.9811833225344
007,088,1521.2547802631002
007,091,2322.0874947074767
007,092,1672.6531182179303
007,093,875.0603381641553
007,095,1076.7148164830066
007,096,858.6189399828128
007,097,922.1361737007649
007,098,708.9827796213283
007,103,793.4124196490574
007,105,470.80076459052805
007,109,3847.9606260580895
007,110,1146.2133045857477
007,111,897.385034849455
007,112,980.2933494481537
007,114,2521.481476755491
007,115,1875.8749835336023
007,116,2587.919665616044
007,117,167.33387579361954
007,118,3754.310792329141
007,119,3005.1534955685775
007,120,2705.2659826773993
007,121,1056.8155438698773
007,122,3030.1734034503747
007,123,1456.9951193816921
007,124,1726.932577722796
007,129,1343.9516373453873
007,131,1079.7836555243468
007,133,2784.041526807313
007,134,896.6277361019852
007,135,1635.1264063322335
007,136,836.5029409293501
007,137,3414.632364645973
007,138,594.9332129878545
007,140,3662.143043874381
007,142,1329.7336346055058
007,145,1587.0806913985452
007,146,598.9644560746111
007,148,2643.1570409224805
007,150,365.616903902165
007,151,1180.9963342281985
007,152,1926.2139878437079
007,153,1344.3741161575342
007,154,2169.8982731542947
007,155,2072.0667856996174
007,157,2887.9818318859398
007,160,1572.4864085159543
007,161,1540.227686956541
007,162,713.0457682524382
007,163,982.9410692035876
007,164,666.0249252566181
007,166,1702.6150670098655
007,168,633.8372723978355
007,170,157.59619023954698
007,174,957.305363976307
007,177,3238.3917084974364
007,178,4290.723544189631
007,179,1832.4769449669163
007,181,1163.102287217995
007,183,758.5612428464688
007,184,587.5500419365834
007,185,143.4355369942111
007,187,2969.1612578891177
007,192,2516.491507145953
007,193,2040.6847890425074
007,197,1398.154652211953
007,199,1616.759186604217
007,202,1786.9528791481034
007,204,3400.8172728523905
007,207,2815.4526764115467
007,209,287.418629244358
007,213,631.4861630632369
007,220,2383.4205475031395
007,222,1334.1588793253984
007,225,3509.457507831118
007,227,1891.6161045923457
007,231,2976.428854287967
007,240,1068.8064338829831
007,246,4769.622415418589
007,249,2934.767404134848
007,263,4315.686148982024
007,264,1786.7070329566675
007,268,806.4492880938157
007,271,2895.323531815617
007,274,1106.8687949099826
007,278,3682.321732256318
007,279,3231.7188847410357
007,282,3852.3896545041607
007,286,1511.782902718109
007,287,1948.9868783652496
007,288,2086.6079528439345
007,289,3357.1823134364786
007,293,214.89892701387933
007,294,4565.348717445027
007,298,3707.455599587715
007,299,1246.6637978271117
007,300,3034.9334485099394
007,301,1621.8615738825717
007,304,2844.6836285030067
007,305,4565.995492837151
007,306,4634.841853912779
007,307,1383.7139947874668
007,308,4904.702813466199
007,309,4262.36607659951
007,310,1415.5645105049653
007,314,1546.8538507275289
007,315,3928.419620170206
007,316,543.2791576279047
007,317,4597.950638500766
008,001,3620.857848455166
008,002,854.8197069250506
008,003,4933.910828308033
008,004,1303.4132222194255
008,005,900.2774669684452
008,007,207.24026717815843
008,008,0
008,009,4050.615783117544
008,011,2785.3630164429137
008,013,780.8743799078633
008,015,3368.1073124289223
008,016,2005.4044989992756
008,018,487.04438929718543
008,021,3104.3257407593674
008,022,1198.1496401909965
008,024,133.01904538492482
008,025,1804.0825486317115
008,027,1108.1911780663913
008,029,770.2327262000687
008,030,756.4990138501703
008,031,483.0994532317668
008,032,384.159747652123
008,033,2626.511942046597
008,034,3691.6222307567273
008,037,1770.6440547385735
008,041,1863.4171717654128
008,042,1206.4016223110073
008,046,632.2331732603619
008,048,3450.689209017552
008,049,1263.3230442577496
008,052,848.3761376951991
008,054,334.8136691320883
008,055,230.4561495627658
008,057,1437.9203980525408
008,058,2212.3206240449044
008,062,382.3922594082771
008,063,3043.2437898372905
008,064,2876.747609110288
008,066,3191.054440285213
008,067,978.8182068211228
008,069,3634.7129578443332
008,070,1249.1181179278071
008,071,3078.5167457717516
008,075,1331.5152017876433
008,081,3003.3746156267166
008,083,662.972751978409
008,085,1254.928472228205
008,086,670.5262365762674
008,087,3560.7332797460517
008,088,1408.6269004034236
008,091,2116.6650068300282
008,092,1556.005899416664
008,093,668.1517016931608
008,095,1029.8817190359857
008,096,699.6292907742
008,097,750.5491638524745
008,098,769.5957225818739
008,103,644.0339950617326
008,105,321.2518086611788
008,109,3650.936766355568
008,110,940.2200027712374
008,111,859.2984673316645
008,112,787.1390014083619
008,114,2433.9306993530827
008,115,1678.0349663691527
008,116,2380.998209511362
008,117,102.79936802873523
008,118,3551.556073793788
008,119,2841.284522180169
008,120,2536.3259596132807
008,121,912.9870115271682
008,122,2880.2971244548826
008,123,1306.3823907924636
008,124,1530.158924796597
008,129,1142.5790087469552
008,131,911.683146767903
008,133,2604.0086727788616
008,134,755.7612606327004
008,135,1466.7194233168395
008,136,650.060417854523
008,137,3208.2067666848084
008,138,707.7668182311149
008,140,3458.1368021172357
008,142,1238.5985043093378
008,145,1472.7061005468645
008,146,565.5225923074362
008,148,2436.076597536198
008,150,299.87781085339935
008,151,974.8765590448485
008,152,1722.821127089454
008,153,1138.9657752820633
008,154,1965.7032291736123
008,155,1872.9821915219381
008,157,2683.2213954719914
008,160,1443.7195663116004
008,161,1527.8384325049647
008,162,508.7886786672956
008,163,775.8922647464209
008,164,864.7637760498332
008,166,1702.4128921513104
008,168,590.5471780241717
008,170,351.70166916200367
008,174,916.298425100286
008,177,3045.672775159156
008,178,4118.569080087371
008,179,1625.3053960514637
008,181,955.8658702857372
008,183,587.5534663414977
008,184,474.812481943038
008,185,71.77787664098908
008,187,2801.390330405162
008,192,2324.8809677050185
008,193,1834.6012258151875
008,197,1191.3742139814578
008,199,1418.731489541546
008,202,1580.9693754148923
008,204,3200.461204210888
008,207,2621.474874754602
008,209,491.4533504039463
008,213,513.3958938917103
008,220,2184.231486661057
008,222,1262.1158447471619
008,225,3303.3447261868323
008,227,1685.266060876414
008,231,2779.0185420310227
008,240,982.0545322367016
008,246,4563.254901523869
008,249,2741.0646077616084
008,263,4137.373382246116
008,264,1700.3361850056585
008,268,604.0135521707674
008,271,2688.0836717179473
008,274,997.2796895723005
008,278,3482.2408960296275
008,279,3063.121460505209
008,282,3652.9980258771666
008,286,1362.4637390596067
008,287,1750.075245532948
008,288,1897.83778890223
008,289,3170.1942932856473
008,293,418.6993735905558
008,294,4361.303237376875
008,298,3561.947948457479
008,299,1090.3957309360303
008,300,2827.8001300208502
008,301,1419.7309327979617
008,304,2637.6282723214654
008,305,4381.109900692961
008,306,4436.021163460034
008,307,1205.326243159918
008,308,4704.957153139779
008,309,4060.325329359548
008,310,1251.8283810633136
008,314,1412.4222369097952
008,315,3732.813764778455
008,316,422.25348275161997
008,317,4392.722906084676
009,001,834.6090557167907
009,002,4085.0775294257564
009,003,951.479481887448
009,004,2927.2855043470345
009,005,4265.740275497342
009,007,4256.550733164888
009,008,4050.615783117544
009,009,0
009,011,2990.7555909716584
009,013,3872.6690022256594
009,015,1940.5548480732466
009,016,3499.507836181782
009,018,3590.777159842365
009,021,2178.82322550187
009,022,3913.8189863940784
009,024,4093.9096830933745
009,025,2688.7758896361415
009,027,2952.6357253926776
009,029,4815.601211456428
009,030,3946.1193809666333
009,031,4400.64668248709
009,032,4399.09943871849
009,033,1903.5646463344804
009,034,586.672780943894
009,037,2574.3335322197568
009,041,2456.993780296923
009,042,2936.042578798052
009,046,4640.884828004326
009,048,1069.5735551352234
009,049,4505.80523196322
009,052,4815.8022384669985
